"year","unitid","inst_name","state_name","inst_control","institution_level","rev_tuition_fees_gross","exp_instruc_total","exp_acad_supp_total","exp_net_grant_aid_total","assets","liabilities","equity_total","total_revenues_additions","total_expenses_deductions"
"2001","110431","CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-SYSTEM OFF","California","Private not-for-profit","Four or more years","44993308","15796440","8663556","649857","65327564","21762064","","83269296","54830872"
"2001","110440","CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-FRESNO","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110459","ALLIANT INTERNATIONAL UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110468","CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-SAN DIEGO","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110477","CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-ALAMEDA","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110486","CALIFORNIA STATE UNIVERSITY-BAKERSFIELD","California","Public","Four or more years","16266528","32047180","11395639","9039000","87878976","19147516","","83494200","79906704"
"2001","110495","CALIFORNIA STATE UNIVERSITY-STANISLAUS","California","Public","Four or more years","15497215","33866910","15507780","5589185","98410800","15187556","","89053376","82086048"
"2001","110501","CALIFORNIA STATE UNIVERSITY-CHANCELLORS OFFICE","California","Public","Four or more years","3790704","8933895","89852350","29975288","712591616","1071248256","","314015584","266532224"
"2001","110510","CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO","California","Public","Four or more years","42874588","88210220","6444596","9173403","293422816","62758332","","192021168","149034496"
"2001","110529","CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA","California","Public","Four or more years","43858968","100398370","30321432","24066600","298657824","90428168","","228768560","221714864"
"2001","110538","CALIFORNIA STATE UNIVERSITY-CHICO","California","Public","Four or more years","39855608","79319880","25809458","20461688","167455296","75013832","","174514432","173850880"
"2001","110547","CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS","California","Public","Four or more years","28131744","46264960","16377260","13157524","132062144","41398968","","110472720","110034192"
"2001","110556","CALIFORNIA STATE UNIVERSITY-FRESNO","California","Public","Four or more years","46042236","92798350","42578812","28478114","185649792","63603820","","238667104","225074320"
"2001","110565","CALIFORNIA STATE UNIVERSITY-FULLERTON","California","Public","Four or more years","115268744","123901940","25329662","63722984","386518496","117933616","","334888000","302424832"
"2001","110574","CALIFORNIA STATE UNIVERSITY-HAYWARD","California","Public","Four or more years","41208352","73619416","15327650","8829404","110378968","44487748","","149959632","153599936"
"2001","110583","CALIFORNIA STATE UNIVERSITY-LONG BEACH","California","Public","Four or more years","77844984","148414980","32243554","28388584","422821888","104940624","","320473664","288394144"
"2001","110592","CALIFORNIA STATE UNIVERSITY-LOS ANGELES","California","Public","Four or more years","51061684","91520536","21314936","28592936","186359040","59842020","","222408864","207000528"
"2001","110608","CALIFORNIA STATE UNIVERSITY-NORTHRIDGE","California","Public","Four or more years","68698512","133037130","30452358","1039584","386977568","145780096","","281814880","261174544"
"2001","110617","CALIFORNIA STATE UNIVERSITY-SACRAMENTO","California","Public","Four or more years","58573872","130746100","31190392","27612856","297088032","86139600","","290175360","272023360"
"2001","110635","UNIVERSITY OF CALIFORNIA-BERKELEY","California","Public","Four or more years","249344992","466816770","82041840","56470000","2749841920","475335008","","1437038976","1351080960"
"2001","110644","UNIVERSITY OF CALIFORNIA-DAVIS","California","Public","Four or more years","153834000","392251800","119080750","29289000","2897704960","819665024","","1993091968","1823181056"
"2001","110653","UNIVERSITY OF CALIFORNIA-IRVINE","California","Public","Four or more years","123904000","323388900","84822360","30729000","1539703040","255928000","","1241159040","1070982976"
"2001","110662","UNIVERSITY OF CALIFORNIA-LOS ANGELES","California","Public","Four or more years","255718000","790925200","278905730","71020000","3952847104","1069795968","","3196267008","2925436928"
"2001","110671","UNIVERSITY OF CALIFORNIA-RIVERSIDE","California","Public","Four or more years","77276000","115669416","33476920","28197000","647913984","97751000","","457841984","368804992"
"2001","110680","UNIVERSITY OF CALIFORNIA-SAN DIEGO","California","Public","Four or more years","129579000","325224100","146831170","36258000","2216523008","479999008","","1777065984","1619182976"
"2001","110699","UNIVERSITY OF CALIFORNIA-SAN FRANCISCO","California","Public","Four or more years","28140000","151004500","209479300","28053000","2681522944","705531008","","1952960000","1844462976"
"2001","110705","UNIVERSITY OF CALIFORNIA-SANTA BARBARA","California","Public","Four or more years","96773000","185271140","36041584","29896000","935502976","132439000","","633710976","521444992"
"2001","110714","UNIVERSITY OF CALIFORNIA-SANTA CRUZ","California","Public","Four or more years","66778888","121979656","24951586","6326000","650843008","88466000","","442143008","361336992"
"2001","110778","INSTITUTE OF TRANSPERSONAL PSYCHOLOGY","California","Private not-for-profit","Four or more years","3491460","1562329","371024","","2017327","131742","","3822504","3719679"
"2001","110918","CALIFORNIA CHRISTIAN COLLEGE","California","Private not-for-profit","Four or more years","338962","140558","60991","7303","718152","561617","","656099","602280"
"2001","110927","TRINITY COLLEGE OF GRADUATE STUDIES","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","110981","CALIFORNIA COLLEGE OF PODIATRIC MEDICINE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","111036","CALIFORNIA GRADUATE INSTITUTE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","111081","CALIFORNIA INSTITUTE OF THE ARTS","California","Private not-for-profit","Four or more years","25408696","21334144","3907622","","124364992","10335591","","26036288","36116304"
"2001","111179","CALIFORNIA INTERNATIONAL UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","111188","CALIFORNIA MARITIME ACADEMY","California","Public","Four or more years","2312227","8037609.5","1105575.1","838878","33527520","4893659","","22160590","22337868"
"2001","111391","CALIFORNIA WESTERN SCHOOL OF LAW","California","Private not-for-profit","Four or more years","21328386","6142421","5548655","","51032876","21232492","","15962444","18002594"
"2001","111489","CAPITAL BIBLE COLLEGE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","111647","CATHEDRAL BIBLE COLLEGE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","111948","CHAPMAN UNIVERSITY","California","Private not-for-profit","Four or more years","83281864","39542384","11295967","","314764928","102249824","","101339912","83300800"
"2001","111966","CHARLES R DREW UNIVERSITY OF MEDICINE AND SCIENCE","California","Private not-for-profit","Four or more years","1230814","16346078","4939980","670784","36064280","10442214","","73202560","65169768"
"2001","112075","CONCORDIA UNIVERSITY","California","Private not-for-profit","Four or more years","19172752","6450879","1443088","","69745800","35550984","","21059040","22467042"
"2001","112084","CHRISTIAN HERITAGE COLLEGE","California","Private not-for-profit","Four or more years","7715116","2680910","710852","","3199189","1349416","","7719747","8233326"
"2001","112093","CHRISTIAN LIFE COLLEGE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","112109","CHRISTIAN WITNESS THEOLOGICAL SEMINARY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","112127","CHURCH DIVINITY SCHOOL OF THE PACIFIC","California","Private not-for-profit","Four or more years","914439","1446183","245466","","20423364","284129","","5344632","4098577"
"2001","112233","CITY UNIVERSITY-LOS ANGELES","California","Private not-for-profit","Four or more years","43072532","21663476","4190290","","365545728","56675468","","42225700","63465436"
"2001","112251","CLAREMONT GRADUATE UNIVERSITY","California","Private not-for-profit","Four or more years","28623140","20205814","4319241","943000","140932256","21497404","","45349332","38720380"
"2001","112260","CLAREMONT MCKENNA COLLEGE","California","Private not-for-profit","Four or more years","27198154","16247520","3980658","","472298048","94688168","","-22856588","49533892"
"2001","112312","CLEVELAND CHIROPRACTIC COLLEGE OF LOS ANGELES","California","Private not-for-profit","Four or more years","8008477","3986842","461785","","8025813","811855","","11271304","10644882"
"2001","112394","COGSWELL POLYTECHNICAL COLLEGE","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","112446","COLEMAN COLLEGE","California","Private not-for-profit","Four or more years","10149437","4620767","2979104","","8572595","1732944","","9486239","11307185"
"2001","112525","WESTERN UNIVERSITY OF HEALTH SCIENCES","California","Private not-for-profit","Four or more years","35134120","18984766","5551144","79150","82662896","61464008","","41318280","41285572"
"2001","112570","COLUMBIA COLLEGE-HOLLYWOOD","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","113698","DOMINICAN UNIVERSITY OF CALIFORNIA","California","Private not-for-profit","Four or more years","21620066","11086122","2553640","","63852728","25348052","","24726254","26339736"
"2001","113704","DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY","California","Private not-for-profit","Four or more years","741218","842901","173017","","2025567","17295","","1337827","1607034"
"2001","114239","EUBANKS CONSERVATORY OF MUSIC AND ARTS","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","114549","FIELDING GRADUATE INSTITUTE","California","Private not-for-profit","Four or more years","16101873","8987035","1172352","","8311538","5907591","","16724477","16412075"
"2001","114585","FIVE BRANCHES INSTITUTE","California","Private not-for-profit","Four or more years","1398797","570363","412389","","1090136","730971","","2165965","2159012"
"2001","114734","FRANCISCAN SCHOOL OF THEOLOGY","California","Private not-for-profit","Four or more years","633618","592018","291455","","3050365","328467","","1339385","2059480"
"2001","114813","FRESNO PACIFIC UNIVERSITY","California","Private not-for-profit","Four or more years","23927844","5388490","3643055","","36216948","15500065","","29409078","23515348"
"2001","114840","FULLER THEOLOGICAL SEMINARY IN CALIFORNIA","California","Private not-for-profit","Four or more years","18211000","12149000","2633000","3185000","243470000","139771008","","46210000","42357000"
"2001","115047","GOLDEN GATE BAPTIST SEMINARY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","115074","GOLDEN GATE UNIVERSITY-MONTEREY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","115083","GOLDEN GATE UNIVERSITY-SAN FRANCISCO","California","Private not-for-profit","Four or more years","45752472","16263396","14142572","","102984888","39078300","","50638500","49367908"
"2001","115214","GRADUATE THEOLOGICAL UNION","California","Private not-for-profit","Four or more years","1918916","731924","2485915","","38341448","2303751","","3556592","7407443"
"2001","115250","GREAT WESTERN UNIVERSITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","115409","HARVEY MUDD COLLEGE","California","Private not-for-profit","Four or more years","17793208","13144660","4084137","","234830480","26854172","","40444236","34760716"
"2001","115728","HOLY NAMES COLLEGE","California","Private not-for-profit","Four or more years","8189921","4051515","975046","","22346098","11436362","","11410747","12928095"
"2001","115755","HUMBOLDT STATE UNIVERSITY","California","Public","Four or more years","19444920","45685764","14220515","11337656","133726096","37204328","","106352616","106377968"
"2001","115773","HUMPHREYS COLLEGE-STOCKTON","California","Private not-for-profit","Four or more years","4320448","1091867","486328","","5238325","1316166","","4779893","4135017"
"2001","115843","IMMACULATE HEART COLLEGE CENTER","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2001","115922","INSTITUTE FOR ADVANCED STUDY OF HUMAN SEXUALITY","California","Private not-for-profit","Four or more years","","","","","","","","",""
